province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENTED,12,0.17,ROOF,WOOD/BAMBOO,2324,32.85,2
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENTED,12,0.17,ROOF,OTHERS,153,2.16,0
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,WALL,BAKED BRICKS/BLOCKS/STONES,3923,55.46,53
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,WALL,UNBAKED BRICKS/MUD,2883,40.75,61
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,WALL,WOOD/BAMBOO,106,1.5,10
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,WALL,OTHERS,162,2.29,4
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,ROOF,RCC/RBC,582,8.23,7
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,ROOF,CEMENT/IRON SHEETS,118,1.67,0
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,ROOF,GARDER/T.IRON,3897,55.09,53
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,ROOF,WOOD/BAMBOO,2324,32.85,65
FATA,037,FR PESHAWAR,FR PESHAWAR,TOTAL,RENT FREE,128,1.81,ROOF,OTHERS,153,2.16,3
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,WALL,BAKED BRICKS/BLOCKS/STONES,3923,55.46,3863
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,WALL,UNBAKED BRICKS/MUD,2883,40.75,2817
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,WALL,WOOD/BAMBOO,106,1.5,96
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,WALL,OTHERS,162,2.29,158
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,ROOF,RCC/RBC,582,8.23,575
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,ROOF,CEMENT/IRON SHEETS,118,1.67,118
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,ROOF,GARDER/T.IRON,3897,55.09,3834
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,ROOF,WOOD/BAMBOO,2324,32.85,2257
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,OWNED,6934,98.02,ROOF,OTHERS,153,2.16,150
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,WALL,BAKED BRICKS/BLOCKS/STONES,3923,55.46,7
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,WALL,UNBAKED BRICKS/MUD,2883,40.75,5
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,WALL,WOOD/BAMBOO,106,1.5,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,WALL,OTHERS,162,2.29,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,ROOF,RCC/RBC,582,8.23,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,ROOF,CEMENT/IRON SHEETS,118,1.67,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,ROOF,GARDER/T.IRON,3897,55.09,10
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,ROOF,WOOD/BAMBOO,2324,32.85,2
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENTED,12,0.17,ROOF,OTHERS,153,2.16,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,WALL,BAKED BRICKS/BLOCKS/STONES,3923,55.46,53
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,WALL,UNBAKED BRICKS/MUD,2883,40.75,61
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,WALL,WOOD/BAMBOO,106,1.5,10
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,WALL,OTHERS,162,2.29,4
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,ROOF,RCC/RBC,582,8.23,7
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,ROOF,CEMENT/IRON SHEETS,118,1.67,0
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,ROOF,GARDER/T.IRON,3897,55.09,53
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,ROOF,WOOD/BAMBOO,2324,32.85,65
FATA,037,FR PESHAWAR,FR PESHAWAR,RURAL,RENT FREE,128,1.81,ROOF,OTHERS,153,2.16,3
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,WALL,OTHERS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,OWNED,NA,NA,ROOF,OTHERS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,WALL,OTHERS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENTED,NA,NA,ROOF,OTHERS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,WALL,OTHERS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,037,FR PESHAWAR,FR PESHAWAR,URBAN,RENT FREE,NA,NA,ROOF,OTHERS,NA,NA,0
