province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,9,47058,95.29,936,1.9,904
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,RENTED,9,549,1.11,936,1.9,8
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,RENT FREE,9,1777,3.6,936,1.9,24
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,1,47058,95.29,7542,15.27,7142
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,1,549,1.11,7542,15.27,83
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,1,1777,3.6,7542,15.27,317
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,2,47058,95.29,13131,26.59,12401
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,2,549,1.11,13131,26.59,186
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,2,1777,3.6,13131,26.59,544
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,3,47058,95.29,11330,22.94,10780
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,3,549,1.11,11330,22.94,129
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,3,1777,3.6,11330,22.94,421
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,4,47058,95.29,8166,16.54,7842
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,4,549,1.11,8166,16.54,74
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,4,1777,3.6,8166,16.54,250
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,5,47058,95.29,3866,7.83,3727
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,5,549,1.11,3866,7.83,26
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,5,1777,3.6,3866,7.83,113
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,6,47058,95.29,2472,5.01,2391
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,6,549,1.11,2472,5.01,18
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,6,1777,3.6,2472,5.01,63
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,7,47058,95.29,1224,2.48,1175
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,7,549,1.11,1224,2.48,21
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,7,1777,3.6,1224,2.48,28
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,8,47058,95.29,717,1.45,696
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,8,549,1.11,717,1.45,4
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,8,1777,3.6,717,1.45,17
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,OWNED,9,47058,95.29,936,1.9,904
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENTED,9,549,1.11,936,1.9,8
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,RURAL,RENT FREE,9,1777,3.6,936,1.9,24
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,1,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,1,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,1,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,2,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,2,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,2,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,3,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,3,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,3,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,4,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,4,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,4,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,5,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,5,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,5,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,6,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,6,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,6,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,7,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,7,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,7,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,8,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,8,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,8,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,OWNED,9,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENTED,9,0,0,0,0,0
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,URBAN,RENT FREE,9,0,0,0,0,0
