province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,BATH,SEPARATE,20008,64.18,594
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,BATH,SHARED,4847,15.55,191
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,BATH,NONE,6322,20.28,468
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,SEWER,1412,4.53,34
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,SEPTIC TANK,4653,14.92,147
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,OPEN DRAIN,3865,12.4,139
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,PIT WITH SLAB,11900,38.17,493
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,OTHER,4595,14.74,97
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1253,4.02,LATRINE,NONE,4752,15.24,343
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,KITCHEN,SEPARATE,12962,41.58,12491
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,KITCHEN,SHARED,6260,20.08,5964
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,KITCHEN,NONE,11955,38.35,11043
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,BATH,SEPARATE,20008,64.18,19192
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,BATH,SHARED,4847,15.55,4586
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,BATH,NONE,6322,20.28,5720
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,SEWER,1412,4.53,1356
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,SEPTIC TANK,4653,14.92,4452
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,OPEN DRAIN,3865,12.4,3658
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,PIT WITH SLAB,11900,38.17,11214
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,OTHER,4595,14.74,4473
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OWNED,29498,94.61,LATRINE,NONE,4752,15.24,4345
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,KITCHEN,SEPARATE,12962,41.58,135
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,KITCHEN,SHARED,6260,20.08,65
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,KITCHEN,NONE,11955,38.35,226
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,BATH,SEPARATE,20008,64.18,222
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,BATH,SHARED,4847,15.55,70
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,BATH,NONE,6322,20.28,134
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,SEWER,1412,4.53,22
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,SEPTIC TANK,4653,14.92,54
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,OPEN DRAIN,3865,12.4,68
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,PIT WITH SLAB,11900,38.17,193
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,OTHER,4595,14.74,25
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENTED,426,1.37,LATRINE,NONE,4752,15.24,64
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,KITCHEN,SEPARATE,12962,41.58,336
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,KITCHEN,SHARED,6260,20.08,231
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,KITCHEN,NONE,11955,38.35,686
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,BATH,SEPARATE,20008,64.18,594
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,BATH,SHARED,4847,15.55,191
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,BATH,NONE,6322,20.28,468
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,SEWER,1412,4.53,34
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,SEPTIC TANK,4653,14.92,147
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,OPEN DRAIN,3865,12.4,139
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,PIT WITH SLAB,11900,38.17,493
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,OTHER,4595,14.74,97
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,RENT FREE,1253,4.02,LATRINE,NONE,4752,15.24,343
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,KITCHEN,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,KITCHEN,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,KITCHEN,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,BATH,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,BATH,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,BATH,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,SEWER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,SEPTIC TANK,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,OPEN DRAIN,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,PIT WITH SLAB,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,OTHER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,OWNED,NA,NA,LATRINE,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,KITCHEN,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,KITCHEN,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,KITCHEN,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,BATH,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,BATH,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,BATH,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,SEWER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,SEPTIC TANK,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,OPEN DRAIN,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,PIT WITH SLAB,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,OTHER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENTED,NA,NA,LATRINE,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,KITCHEN,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,KITCHEN,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,KITCHEN,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,BATH,SEPARATE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,BATH,SHARED,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,BATH,NONE,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,SEWER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,SEPTIC TANK,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,OPEN DRAIN,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,PIT WITH SLAB,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,OTHER,NA,NA,0
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,RENT FREE,NA,NA,LATRINE,NONE,NA,NA,0
