province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,8 PERSONS,5,335,10.14,3.77,369,11.17,9.62,46
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,9 PERSONS,5,297,8.99,4.18,369,11.17,9.62,51
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,5,901,27.27,5.24,369,11.17,9.62,161
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,1 PERSON,6,26,0.79,1.96,224,6.78,10.94,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,2 PERSONS,6,173,5.24,2.24,224,6.78,10.94,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,3 PERSONS,6,237,7.17,2.49,224,6.78,10.94,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,4 PERSONS,6,300,9.08,2.75,224,6.78,10.94,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5 PERSONS,6,337,10.2,3.02,224,6.78,10.94,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,6 PERSONS,6,358,10.84,3.33,224,6.78,10.94,17
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,7 PERSONS,6,340,10.29,3.51,224,6.78,10.94,20
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,8 PERSONS,6,335,10.14,3.77,224,6.78,10.94,23
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,9 PERSONS,6,297,8.99,4.18,224,6.78,10.94,20
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,6,901,27.27,5.24,224,6.78,10.94,126
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,1 PERSON,7,26,0.79,1.96,111,3.36,11.51,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,2 PERSONS,7,173,5.24,2.24,111,3.36,11.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,3 PERSONS,7,237,7.17,2.49,111,3.36,11.51,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,4 PERSONS,7,300,9.08,2.75,111,3.36,11.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5 PERSONS,7,337,10.2,3.02,111,3.36,11.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,6 PERSONS,7,358,10.84,3.33,111,3.36,11.51,7
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,7 PERSONS,7,340,10.29,3.51,111,3.36,11.51,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,8 PERSONS,7,335,10.14,3.77,111,3.36,11.51,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,9 PERSONS,7,297,8.99,4.18,111,3.36,11.51,14
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,7,901,27.27,5.24,111,3.36,11.51,72
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,1 PERSON,8,26,0.79,1.96,91,2.75,12.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,2 PERSONS,8,173,5.24,2.24,91,2.75,12.51,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,3 PERSONS,8,237,7.17,2.49,91,2.75,12.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,4 PERSONS,8,300,9.08,2.75,91,2.75,12.51,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5 PERSONS,8,337,10.2,3.02,91,2.75,12.51,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,6 PERSONS,8,358,10.84,3.33,91,2.75,12.51,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,7 PERSONS,8,340,10.29,3.51,91,2.75,12.51,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,8 PERSONS,8,335,10.14,3.77,91,2.75,12.51,6
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,9 PERSONS,8,297,8.99,4.18,91,2.75,12.51,14
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,8,901,27.27,5.24,91,2.75,12.51,66
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,1 PERSON,9 AND MORE,26,0.79,1.96,102,3.09,17.68,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,2 PERSONS,9 AND MORE,173,5.24,2.24,102,3.09,17.68,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,3 PERSONS,9 AND MORE,237,7.17,2.49,102,3.09,17.68,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,4 PERSONS,9 AND MORE,300,9.08,2.75,102,3.09,17.68,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5 PERSONS,9 AND MORE,337,10.2,3.02,102,3.09,17.68,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,6 PERSONS,9 AND MORE,358,10.84,3.33,102,3.09,17.68,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,7 PERSONS,9 AND MORE,340,10.29,3.51,102,3.09,17.68,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,8 PERSONS,9 AND MORE,335,10.14,3.77,102,3.09,17.68,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,9 PERSONS,9 AND MORE,297,8.99,4.18,102,3.09,17.68,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,10 PERSONS AND ABOVE,9 AND MORE,901,27.27,5.24,102,3.09,17.68,97
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,1 PERSON,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,2 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,3 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,4 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,6 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,7 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,8 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,9 PERSONS,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,10 PERSONS AND ABOVE,1,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,1 PERSON,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,2 PERSONS,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,3 PERSONS,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,4 PERSONS,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5 PERSONS,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,6 PERSONS,2,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,7 PERSONS,2,0,0,0,0,0,0,0
