province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,2,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,3,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,3,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,3,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,4,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,4,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,4,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,5,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,5,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,5,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,6,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,6,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,6,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,7,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,7,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,7,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,8,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,8,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,8,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,OWNED,9,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENTED,9,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,RENT FREE,9,0,0,0,0,0
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,1,292062,58.63,97311,19.53,35493
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,1,179648,36.06,97311,19.53,51733
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,1,26473,5.31,97311,19.53,10085
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,2,292062,58.63,124825,25.06,63179
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,2,179648,36.06,124825,25.06,54967
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,2,26473,5.31,124825,25.06,6679
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,3,292062,58.63,117263,23.54,74299
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,3,179648,36.06,117263,23.54,38721
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,3,26473,5.31,117263,23.54,4243
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,4,292062,58.63,80337,16.13,57662
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,4,179648,36.06,80337,16.13,20033
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,4,26473,5.31,80337,16.13,2642
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,5,292062,58.63,47841,9.6,35595
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,5,179648,36.06,47841,9.6,10666
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,5,26473,5.31,47841,9.6,1580
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,6,292062,58.63,14111,2.83,12047
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,6,179648,36.06,14111,2.83,1578
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,6,26473,5.31,14111,2.83,486
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,7,292062,58.63,5518,1.11,4337
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,7,179648,36.06,5518,1.11,976
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,7,26473,5.31,5518,1.11,205
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,8,292062,58.63,4565,0.92,4069
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,8,179648,36.06,4565,0.92,315
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,8,26473,5.31,4565,0.92,181
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OWNED,9,292062,58.63,6412,1.29,5381
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENTED,9,179648,36.06,6412,1.29,659
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,RENT FREE,9,26473,5.31,6412,1.29,372
