province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,2,190519,65.23,63179,21.63,37652
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,2,10325,3.54,63179,21.63,2822
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,3,8324,2.85,74299,25.44,2105
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,3,32011,10.96,74299,25.44,8382
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,3,50883,17.42,74299,25.44,13554
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,3,190519,65.23,74299,25.44,47940
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,3,10325,3.54,74299,25.44,2318
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,4,8324,2.85,57662,19.74,1354
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,4,32011,10.96,57662,19.74,5528
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,4,50883,17.42,57662,19.74,8575
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,4,190519,65.23,57662,19.74,40605
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,4,10325,3.54,57662,19.74,1600
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,5,8324,2.85,35595,12.19,798
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,5,32011,10.96,35595,12.19,2958
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,5,50883,17.42,35595,12.19,5115
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,5,190519,65.23,35595,12.19,25970
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,5,10325,3.54,35595,12.19,754
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,6,8324,2.85,12047,4.12,279
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,6,32011,10.96,12047,4.12,1260
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,6,50883,17.42,12047,4.12,2280
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,6,190519,65.23,12047,4.12,7774
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,6,10325,3.54,12047,4.12,454
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,7,8324,2.85,4337,1.48,116
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,7,32011,10.96,4337,1.48,477
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,7,50883,17.42,4337,1.48,761
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,7,190519,65.23,4337,1.48,2812
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,7,10325,3.54,4337,1.48,171
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,8,8324,2.85,4069,1.39,79
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,8,32011,10.96,4069,1.39,531
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,8,50883,17.42,4069,1.39,737
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,8,190519,65.23,4069,1.39,2553
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,8,10325,3.54,4069,1.39,169
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,UNDER CONSTRUCTION,9 AND MORE,8324,2.85,5381,1.84,126
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,LESS THAN 5 YEARS,9 AND MORE,32011,10.96,5381,1.84,577
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,5-10 YEARS,9 AND MORE,50883,17.42,5381,1.84,895
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,11-50 YEARS,9 AND MORE,190519,65.23,5381,1.84,3461
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,OVER 50 YEARS,9 AND MORE,10325,3.54,5381,1.84,322
