province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,3,69800,15.94,2.16,93782,21.41,6.25,12817
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,3,76017,17.36,2.32,93782,21.41,6.25,16474
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,3,64125,14.64,2.48,93782,21.41,6.25,15304
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,3,43758,9.99,2.64,93782,21.41,6.25,11461
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,3,28522,6.51,2.8,93782,21.41,6.25,7864
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,3,18820,4.3,3.03,93782,21.41,6.25,5537
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,3,44934,10.26,3.87,93782,21.41,6.25,11388
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,4,10388,2.37,1.76,40276,9.2,7.29,420
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,4,32934,7.52,1.92,40276,9.2,7.29,1464
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,4,48634,11.11,2.01,40276,9.2,7.29,2493
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,4,69800,15.94,2.16,40276,9.2,7.29,4293
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,4,76017,17.36,2.32,40276,9.2,7.29,5643
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,4,64125,14.64,2.48,40276,9.2,7.29,5651
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,4,43758,9.99,2.64,40276,9.2,7.29,4662
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,4,28522,6.51,2.8,40276,9.2,7.29,3597
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,4,18820,4.3,3.03,40276,9.2,7.29,2825
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,4,44934,10.26,3.87,40276,9.2,7.29,9228
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,5,10388,2.37,1.76,14721,3.36,8.38,157
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,5,32934,7.52,1.92,14721,3.36,8.38,442
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,5,48634,11.11,2.01,14721,3.36,8.38,753
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,5,69800,15.94,2.16,14721,3.36,8.38,1251
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,5,76017,17.36,2.32,14721,3.36,8.38,1790
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,5,64125,14.64,2.48,14721,3.36,8.38,1727
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,5,43758,9.99,2.64,14721,3.36,8.38,1532
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,5,28522,6.51,2.8,14721,3.36,8.38,1214
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,5,18820,4.3,3.03,14721,3.36,8.38,1015
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,5,44934,10.26,3.87,14721,3.36,8.38,4840
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,6,10388,2.37,1.76,10897,2.49,9.16,86
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,6,32934,7.52,1.92,10897,2.49,9.16,342
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,6,48634,11.11,2.01,10897,2.49,9.16,459
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,6,69800,15.94,2.16,10897,2.49,9.16,745
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,6,76017,17.36,2.32,10897,2.49,9.16,1064
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,6,64125,14.64,2.48,10897,2.49,9.16,1210
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,6,43758,9.99,2.64,10897,2.49,9.16,998
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,6,28522,6.51,2.8,10897,2.49,9.16,873
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,6,18820,4.3,3.03,10897,2.49,9.16,799
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,6,44934,10.26,3.87,10897,2.49,9.16,4321
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,7,10388,2.37,1.76,4347,0.99,8.41,87
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,7,32934,7.52,1.92,4347,0.99,8.41,191
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,7,48634,11.11,2.01,4347,0.99,8.41,285
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,7,69800,15.94,2.16,4347,0.99,8.41,455
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,7,76017,17.36,2.32,4347,0.99,8.41,491
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,7,64125,14.64,2.48,4347,0.99,8.41,513
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,7,43758,9.99,2.64,4347,0.99,8.41,406
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,7,28522,6.51,2.8,4347,0.99,8.41,314
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,7,18820,4.3,3.03,4347,0.99,8.41,228
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,7,44934,10.26,3.87,4347,0.99,8.41,1377
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,8,10388,2.37,1.76,2799,0.64,10.06,38
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,8,32934,7.52,1.92,2799,0.64,10.06,80
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,8,48634,11.11,2.01,2799,0.64,10.06,106
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,8,69800,15.94,2.16,2799,0.64,10.06,192
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,8,76017,17.36,2.32,2799,0.64,10.06,248
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,8,64125,14.64,2.48,2799,0.64,10.06,273
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,8,43758,9.99,2.64,2799,0.64,10.06,253
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,8,28522,6.51,2.8,2799,0.64,10.06,185
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,8,18820,4.3,3.03,2799,0.64,10.06,183
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,8,44934,10.26,3.87,2799,0.64,10.06,1241
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,1 PERSON,9 AND MORE,10388,2.37,1.76,3414,0.78,9.95,48
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,2 PERSONS,9 AND MORE,32934,7.52,1.92,3414,0.78,9.95,141
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,3 PERSONS,9 AND MORE,48634,11.11,2.01,3414,0.78,9.95,165
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,4 PERSONS,9 AND MORE,69800,15.94,2.16,3414,0.78,9.95,281
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,5 PERSONS,9 AND MORE,76017,17.36,2.32,3414,0.78,9.95,325
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,6 PERSONS,9 AND MORE,64125,14.64,2.48,3414,0.78,9.95,337
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,7 PERSONS,9 AND MORE,43758,9.99,2.64,3414,0.78,9.95,267
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,8 PERSONS,9 AND MORE,28522,6.51,2.8,3414,0.78,9.95,205
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,9 PERSONS,9 AND MORE,18820,4.3,3.03,3414,0.78,9.95,192
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,10 PERSONS AND ABOVE,9 AND MORE,44934,10.26,3.87,3414,0.78,9.95,1453
