province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,1 PERSON,1,5112,2.39,1.94,35670,16.66,4.35,2491
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,2 PERSONS,1,14573,6.81,2.03,35670,16.66,4.35,5458
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,3 PERSONS,1,19924,9.3,2.22,35670,16.66,4.35,5685
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,4 PERSONS,1,28399,13.26,2.4,35670,16.66,4.35,6393
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,5 PERSONS,1,34964,16.33,2.58,35670,16.66,4.35,5906
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,6 PERSONS,1,33635,15.71,2.73,35670,16.66,4.35,4468
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,7 PERSONS,1,24979,11.67,2.88,35670,16.66,4.35,2588
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,8 PERSONS,1,17193,8.03,3.08,35670,16.66,4.35,1314
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,9 PERSONS,1,10973,5.12,3.3,35670,16.66,4.35,633
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,24381,11.39,4.14,35670,16.66,4.35,734
