province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD CANTONMENT,"100,000 - 199,999",58492,4.6,6.01,ALL SEXES,137762
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD CANTONMENT,"100,000 - 199,999",58492,4.6,6.01,MALE,75814
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD CANTONMENT,"100,000 - 199,999",58492,4.6,6.01,FEMALE,61947
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD CANTONMENT,"100,000 - 199,999",58492,4.6,6.01,TRANSGENDER,1
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD MC,"50,000 - 99,999",47609,2.06,6.19,ALL SEXES,70227
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD MC,"50,000 - 99,999",47609,2.06,6.19,MALE,35832
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD MC,"50,000 - 99,999",47609,2.06,6.19,FEMALE,34378
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,ABBOTTABAD MC,"50,000 - 99,999",47609,2.06,6.19,TRANSGENDER,17
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,NAWAN SHEHR TC,"25,000 - 49,999",19871,3.33,6.41,ALL SEXES,37068
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,NAWAN SHEHR TC,"25,000 - 49,999",19871,3.33,6.41,MALE,18532
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,NAWAN SHEHR TC,"25,000 - 49,999",19871,3.33,6.41,FEMALE,18536
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,NAWAN SHEHR TC,"25,000 - 49,999",19871,3.33,6.41,TRANSGENDER,0
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN CANTONMENT,"25,000 - 49,999",19609,2.53,6.78,ALL SEXES,31545
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN CANTONMENT,"25,000 - 49,999",19609,2.53,6.78,MALE,16084
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN CANTONMENT,"25,000 - 49,999",19609,2.53,6.78,FEMALE,15461
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN CANTONMENT,"25,000 - 49,999",19609,2.53,6.78,TRANSGENDER,0
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN MC,"10,000 - 24,999",12016,1.77,6.3,ALL SEXES,16770
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN MC,"10,000 - 24,999",12016,1.77,6.3,MALE,8532
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN MC,"10,000 - 24,999",12016,1.77,6.3,FEMALE,8238
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,HAVELIAN MC,"10,000 - 24,999",12016,1.77,6.3,TRANSGENDER,0
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,MURREE GALLIES CANTONMENT,"BELOW 5,000",307,3.7,4,ALL SEXES,613
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,MURREE GALLIES CANTONMENT,"BELOW 5,000",307,3.7,4,MALE,471
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,MURREE GALLIES CANTONMENT,"BELOW 5,000",307,3.7,4,FEMALE,142
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,MURREE GALLIES CANTONMENT,"BELOW 5,000",307,3.7,4,TRANSGENDER,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,ALL SEXES,121054
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,MALE,60780
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,FEMALE,60252
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,TRANSGENDER,22
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,ALL SEXES,66500
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,MALE,33250
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,FEMALE,33241
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,TRANSGENDER,9
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,ALL SEXES,63218
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,MALE,32039
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,FEMALE,31174
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,TRANSGENDER,5
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,KAMRA CANTONMENT,"50,000 - 99,999",39005,1.81,5.46,ALL SEXES,54847
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,KAMRA CANTONMENT,"50,000 - 99,999",39005,1.81,5.46,MALE,30250
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,KAMRA CANTONMENT,"50,000 - 99,999",39005,1.81,5.46,FEMALE,24593
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,KAMRA CANTONMENT,"50,000 - 99,999",39005,1.81,5.46,TRANSGENDER,4
PUNJAB,039,ATTOCK DISTRICT,JAND TEHSIL,JAND MC,"25,000 - 49,999",17284,5.53,5.87,ALL SEXES,48194
PUNJAB,039,ATTOCK DISTRICT,JAND TEHSIL,JAND MC,"25,000 - 49,999",17284,5.53,5.87,MALE,23084
