province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,4 PERSONS,5,7300,10.61,2.01,2389,3.47,9.8,103
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5 PERSONS,5,8495,12.35,2.19,2389,3.47,9.8,159
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,6 PERSONS,5,8958,13.02,2.34,2389,3.47,9.8,217
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,7 PERSONS,5,8282,12.04,2.5,2389,3.47,9.8,245
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,8 PERSONS,5,7153,10.4,2.64,2389,3.47,9.8,250
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,9 PERSONS,5,5198,7.55,2.83,2389,3.47,9.8,206
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,12599,18.31,3.65,2389,3.47,9.8,1102
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,1 PERSON,6,654,0.95,1.65,1681,2.44,10.62,4
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,2 PERSONS,6,4454,6.47,1.74,1681,2.44,10.62,28
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,3 PERSONS,6,5714,8.3,1.89,1681,2.44,10.62,36
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,4 PERSONS,6,7300,10.61,2.01,1681,2.44,10.62,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5 PERSONS,6,8495,12.35,2.19,1681,2.44,10.62,103
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,6 PERSONS,6,8958,13.02,2.34,1681,2.44,10.62,145
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,7 PERSONS,6,8282,12.04,2.5,1681,2.44,10.62,170
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,8 PERSONS,6,7153,10.4,2.64,1681,2.44,10.62,135
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,9 PERSONS,6,5198,7.55,2.83,1681,2.44,10.62,139
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,12599,18.31,3.65,1681,2.44,10.62,875
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,1 PERSON,7,654,0.95,1.65,582,0.85,11.07,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,2 PERSONS,7,4454,6.47,1.74,582,0.85,11.07,11
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,3 PERSONS,7,5714,8.3,1.89,582,0.85,11.07,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,4 PERSONS,7,7300,10.61,2.01,582,0.85,11.07,23
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5 PERSONS,7,8495,12.35,2.19,582,0.85,11.07,31
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,6 PERSONS,7,8958,13.02,2.34,582,0.85,11.07,29
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,7 PERSONS,7,8282,12.04,2.5,582,0.85,11.07,56
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,8 PERSONS,7,7153,10.4,2.64,582,0.85,11.07,50
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,9 PERSONS,7,5198,7.55,2.83,582,0.85,11.07,57
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,10 PERSONS AND ABOVE,7,12599,18.31,3.65,582,0.85,11.07,306
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,1 PERSON,8,654,0.95,1.65,500,0.73,12.3,4
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,2 PERSONS,8,4454,6.47,1.74,500,0.73,12.3,5
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,3 PERSONS,8,5714,8.3,1.89,500,0.73,12.3,8
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,4 PERSONS,8,7300,10.61,2.01,500,0.73,12.3,10
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5 PERSONS,8,8495,12.35,2.19,500,0.73,12.3,20
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,6 PERSONS,8,8958,13.02,2.34,500,0.73,12.3,33
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,7 PERSONS,8,8282,12.04,2.5,500,0.73,12.3,34
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,8 PERSONS,8,7153,10.4,2.64,500,0.73,12.3,45
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,9 PERSONS,8,5198,7.55,2.83,500,0.73,12.3,30
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,10 PERSONS AND ABOVE,8,12599,18.31,3.65,500,0.73,12.3,311
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,1 PERSON,9 AND MORE,654,0.95,1.65,643,0.93,13.5,3
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,2 PERSONS,9 AND MORE,4454,6.47,1.74,643,0.93,13.5,9
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,3 PERSONS,9 AND MORE,5714,8.3,1.89,643,0.93,13.5,10
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,4 PERSONS,9 AND MORE,7300,10.61,2.01,643,0.93,13.5,15
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5 PERSONS,9 AND MORE,8495,12.35,2.19,643,0.93,13.5,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,6 PERSONS,9 AND MORE,8958,13.02,2.34,643,0.93,13.5,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,7 PERSONS,9 AND MORE,8282,12.04,2.5,643,0.93,13.5,43
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,8 PERSONS,9 AND MORE,7153,10.4,2.64,643,0.93,13.5,34
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,9 PERSONS,9 AND MORE,5198,7.55,2.83,643,0.93,13.5,51
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,10 PERSONS AND ABOVE,9 AND MORE,12599,18.31,3.65,643,0.93,13.5,426
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,1,654,0.95,1.65,13849,20.13,4.75,406
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,1,4454,6.47,1.74,13849,20.13,4.75,2097
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,1,5714,8.3,1.89,13849,20.13,4.75,2213
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,1,7300,10.61,2.01,13849,20.13,4.75,2390
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,1,8495,12.35,2.19,13849,20.13,4.75,2099
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,1,8958,13.02,2.34,13849,20.13,4.75,1740
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,1,8282,12.04,2.5,13849,20.13,4.75,1218
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,1,7153,10.4,2.64,13849,20.13,4.75,775
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,1,5198,7.55,2.83,13849,20.13,4.75,420
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,1,12599,18.31,3.65,13849,20.13,4.75,491
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,2,654,0.95,1.65,29690,43.15,6.34,162
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,2,4454,6.47,1.74,29690,43.15,6.34,1798
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,2,5714,8.3,1.89,29690,43.15,6.34,2524
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,2,7300,10.61,2.01,29690,43.15,6.34,3366
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,2,8495,12.35,2.19,29690,43.15,6.34,4208
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,2,8958,13.02,2.34,29690,43.15,6.34,4468
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,2,8282,12.04,2.5,29690,43.15,6.34,4053
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,2,7153,10.4,2.64,29690,43.15,6.34,3401
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,2,5198,7.55,2.83,29690,43.15,6.34,2253
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,2,12599,18.31,3.65,29690,43.15,6.34,3457
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,3,654,0.95,1.65,12875,18.71,7.66,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,3,4454,6.47,1.74,12875,18.71,7.66,374
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,3,5714,8.3,1.89,12875,18.71,7.66,629
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,3,7300,10.61,2.01,12875,18.71,7.66,981
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,3,8495,12.35,2.19,12875,18.71,7.66,1364
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,3,8958,13.02,2.34,12875,18.71,7.66,1608
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,3,8282,12.04,2.5,12875,18.71,7.66,1734
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,3,7153,10.4,2.64,12875,18.71,7.66,1610
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,3,5198,7.55,2.83,12875,18.71,7.66,1333
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,3,12599,18.31,3.65,12875,18.71,7.66,3196
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,4,654,0.95,1.65,6598,9.59,8.85,21
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,4,4454,6.47,1.74,6598,9.59,8.85,104
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,4,5714,8.3,1.89,6598,9.59,8.85,204
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,4,7300,10.61,2.01,6598,9.59,8.85,366
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,4,8495,12.35,2.19,6598,9.59,8.85,485
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,4,8958,13.02,2.34,6598,9.59,8.85,692
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,4,8282,12.04,2.5,6598,9.59,8.85,729
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,4,7153,10.4,2.64,6598,9.59,8.85,853
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,4,5198,7.55,2.83,6598,9.59,8.85,709
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,4,12599,18.31,3.65,6598,9.59,8.85,2435
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,5,654,0.95,1.65,2389,3.47,9.8,7
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,5,4454,6.47,1.74,2389,3.47,9.8,28
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,5,5714,8.3,1.89,2389,3.47,9.8,72
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,5,7300,10.61,2.01,2389,3.47,9.8,103
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,5,8495,12.35,2.19,2389,3.47,9.8,159
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,5,8958,13.02,2.34,2389,3.47,9.8,217
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,5,8282,12.04,2.5,2389,3.47,9.8,245
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,5,7153,10.4,2.64,2389,3.47,9.8,250
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,5,5198,7.55,2.83,2389,3.47,9.8,206
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,5,12599,18.31,3.65,2389,3.47,9.8,1102
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,6,654,0.95,1.65,1681,2.44,10.62,4
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,6,4454,6.47,1.74,1681,2.44,10.62,28
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,6,5714,8.3,1.89,1681,2.44,10.62,36
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,6,7300,10.61,2.01,1681,2.44,10.62,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,6,8495,12.35,2.19,1681,2.44,10.62,103
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,6,8958,13.02,2.34,1681,2.44,10.62,145
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,6,8282,12.04,2.5,1681,2.44,10.62,170
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,6,7153,10.4,2.64,1681,2.44,10.62,135
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,6,5198,7.55,2.83,1681,2.44,10.62,139
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,10 PERSONS AND ABOVE,6,12599,18.31,3.65,1681,2.44,10.62,875
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,1 PERSON,7,654,0.95,1.65,582,0.85,11.07,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,2 PERSONS,7,4454,6.47,1.74,582,0.85,11.07,11
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,3 PERSONS,7,5714,8.3,1.89,582,0.85,11.07,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,4 PERSONS,7,7300,10.61,2.01,582,0.85,11.07,23
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,5 PERSONS,7,8495,12.35,2.19,582,0.85,11.07,31
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,6 PERSONS,7,8958,13.02,2.34,582,0.85,11.07,29
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,7 PERSONS,7,8282,12.04,2.5,582,0.85,11.07,56
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,8 PERSONS,7,7153,10.4,2.64,582,0.85,11.07,50
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,9 PERSONS,7,5198,7.55,2.83,582,0.85,11.07,57
