province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,10 - 14,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,15 - 19,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,25 - 29,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,30 - 34,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,35 - 39,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,45 - 49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,50 - 54,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,WORKING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,10 - 14,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,15 - 19,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,20 - 24,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,25 - 29,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,30 - 34,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,35 - 39,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,40 - 44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,45 - 49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,50 - 54,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,55 - 59,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,60 - 64,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,65 - 69,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,70 - 74,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,SEEKING WORK,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,10 - 14,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,15 - 19,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,20 - 24,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,25 - 29,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,30 - 34,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,35 - 39,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,40 - 44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,45 - 49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,50 - 54,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,55 - 59,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,60 - 64,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,65 - 69,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,70 - 74,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,STUDENT,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,10 - 14,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,15 - 19,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,25 - 29,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,30 - 34,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,35 - 39,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,45 - 49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,50 - 54,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,HOUSEKEEPING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,10 - 14,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,15 - 19,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,20 - 24,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,25 - 29,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,30 - 34,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,35 - 39,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,40 - 44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,45 - 49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,50 - 54,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,55 - 59,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,60 - 64,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,65 - 69,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,70 - 74,0
FATA,033,FR BANNU,FR BANNU,TOTAL,TRANSGENDER,OTHER,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,39
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,10 - 14,13
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,15 - 19,6
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,20 - 24,3
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,25 - 29,7
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,30 - 34,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,35 - 39,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,45 - 49,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,50 - 54,4
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,55 - 59,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,60 - 64,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,10 AND ABOVE,6
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,10 - 14,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,15 - 19,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,35 - 39,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,WORKING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,10 AND ABOVE,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,10 - 14,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,SEEKING WORK,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,10 AND ABOVE,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,10 - 14,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,25 - 29,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,STUDENT,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,10 AND ABOVE,18
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,10 - 14,7
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,15 - 19,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,25 - 29,3
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,30 - 34,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,45 - 49,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,50 - 54,3
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,60 - 64,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,HOUSEKEEPING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,10 AND ABOVE,12
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,10 - 14,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,15 - 19,3
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,20 - 24,3
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,25 - 29,2
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,50 - 54,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,55 - 59,1
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,ALL SEXES,OTHER,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,10 AND ABOVE,26
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,10 - 14,7
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,15 - 19,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,20 - 24,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,25 - 29,6
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,30 - 34,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,35 - 39,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,45 - 49,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,50 - 54,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,55 - 59,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,TOTAL POPULATION,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,10 AND ABOVE,5
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,10 - 14,2
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,15 - 19,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,35 - 39,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,WORKING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,10 AND ABOVE,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,10 - 14,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,SEEKING WORK,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,10 - 14,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,25 - 29,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,STUDENT,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,10 AND ABOVE,12
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,10 - 14,4
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,25 - 29,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,30 - 34,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,45 - 49,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,50 - 54,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,HOUSEKEEPING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,10 AND ABOVE,8
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,10 - 14,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,15 - 19,2
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,20 - 24,3
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,55 - 59,1
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,MALE,OTHER,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,10 AND ABOVE,13
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,10 - 14,6
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,15 - 19,3
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,25 - 29,1
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,50 - 54,1
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,60 - 64,2
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,TOTAL POPULATION,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,10 AND ABOVE,1
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,10 - 14,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,15 - 19,1
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,25 - 29,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,30 - 34,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,35 - 39,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,40 - 44,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,45 - 49,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,50 - 54,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,55 - 59,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,60 - 64,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,65 - 69,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,70 - 74,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,WORKING,75 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,SEEKING WORK,10 AND ABOVE,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,SEEKING WORK,10 - 14,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,SEEKING WORK,15 - 19,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,SEEKING WORK,20 - 24,0
FATA,033,FR BANNU,FR BANNU,RURAL,FEMALE,SEEKING WORK,25 - 29,0
